  Title : 6-trpl-0,96uw-20s-n1
  Version : 1 975 M
  Revision : 12 bits ADC
  Date : 2019-05-22
  Time : 21:54:02
  Author : Unknown
  Company : Unknown
  Contents :
  
*BLOCK 1  ( Time[ns]  No_of_photons )
4.890163 ,  958
4.894235 ,  968
4.898306 ,  973
4.902378 ,  899
4.906450 ,  988
4.910522 , 1024
4.914593 ,  938
4.918665 , 1023
4.922737 , 1015
4.926809 ,  937
4.930880 ,  929
4.934952 ,  920
4.939024 ,  989
4.943096 ,  901
4.947167 ,  972
4.951239 ,  890
4.955311 ,  936
4.959383 ,  905
4.963454 ,  917
4.967526 ,  907
4.971598 ,  886
4.975670 ,  868
4.979741 ,  874
4.983813 ,  798
4.987885 ,  893
4.991956 ,  900
4.996028 ,  877
5.000100 ,  912
5.004172 ,  858
5.008243 ,  878
5.012315 ,  899
5.016387 ,  855
5.020459 ,  834
5.024530 ,  848
5.028602 ,  854
5.032674 ,  801
5.036746 ,  809
5.040817 ,  894
5.044889 ,  814
5.048961 ,  846
5.053033 ,  876
5.057104 ,  878
5.061176 ,  856
5.065248 ,  849
5.069320 ,  782
5.073391 ,  819
5.077463 ,  861
5.081535 ,  822
5.085607 ,  786
5.089678 ,  935
5.093750 ,  842
5.097822 ,  871
5.101894 ,  821
5.105965 ,  776
5.110037 ,  808
5.114109 ,  810
5.118181 ,  767
5.122252 ,  804
5.126324 ,  845
5.130396 ,  849
5.134467 ,  780
5.138539 ,  757
5.142611 ,  768
5.146683 ,  772
5.150754 ,  783
5.154826 ,  762
5.158898 ,  783
5.162970 ,  794
5.167041 ,  777
5.171113 ,  762
5.175185 ,  685
5.179257 ,  787
5.183328 ,  778
5.187400 ,  739
5.191472 ,  743
5.195544 ,  776
5.199615 ,  743
5.203687 ,  763
5.207759 ,  753
5.211831 ,  794
5.215902 ,  740
5.219974 ,  745
5.224046 ,  736
5.228118 ,  701
5.232189 ,  767
5.236261 ,  689
5.240333 ,  757
5.244405 ,  807
5.248476 ,  790
5.252548 ,  687
5.256620 ,  702
5.260692 ,  732
5.264763 ,  759
5.268835 ,  713
5.272907 ,  744
5.276978 ,  698
5.281050 ,  766
5.285122 ,  711
5.289194 ,  707
5.293265 ,  679
5.297337 ,  728
5.301409 ,  721
5.305481 ,  730
5.309552 ,  738
5.313624 ,  744
5.317696 ,  735
5.321768 ,  720
5.325839 ,  746
5.329911 ,  701
5.333983 ,  698
5.338055 ,  659
5.342126 ,  740
